,change_email_occurence,change_mob_num_occurence,txn_count_week_wk1,txn_amt_week_wk1,txn_velocity_week_wk1,txn_days_active_week_wk1,txn_count_week_wk2,txn_amt_week_wk2,txn_velocity_week_wk2,txn_days_active_week_wk2,txn_count_week_wk3,txn_amt_week_wk3,txn_velocity_week_wk3,txn_days_active_week_wk3,txn_count_week_wk4,txn_amt_week_wk4,txn_velocity_week_wk4,txn_days_active_week_wk4,txn_velocity_delta_wk2_vs_wk1,txn_velocity_delta_wk3_vs_wk2,txn_velocity_delta_wk4_vs_wk3,txn_velocity_accel_wk3,txn_count_30d,txn_amt_30d,txn_velocity_30d,txn_days_active_30d,txn_count_day_volatility_30d,txn_amt_day_volatility_30d,txn_amt_vol_score_wk1,txn_amt_vol_score_wk2,txn_amt_vol_score_wk3,txn_amt_vol_score_wk4,max_txn_count_day,min_txn_count_day,max_txn_amt_day,min_txn_amt_day,avg_amt_in_day,avg_amt_out_day,avg_net_flow_amt_day,avg_inflow_outflow_ratio_day,num_same_day_cico_days,num_inflow_days,percent_inflow_same_day_out,count_INSTAPAY_IN,count_INSTAPAY_OUT,count_total_in,count_total_out,amount_INSTAPAY_IN,amount_INSTAPAY_OUT,amount_PESONET_OUT,total_amount_in,total_amount_out,max_amount_INSTAPAY_IN,max_amount_INSTAPAY_OUT,min_amount_INSTAPAY_IN,min_amount_INSTAPAY_OUT,weekend_txn_count,night_txn_count,hour_entropy,weekday_entropy,max_time_btwn_txns_days,avg_time_btwn_txns_days,cv_time_btwn_txns,max_txn_sessions_per_day_3min,num_unique_source_accounts,num_unique_source_names,num_unique_destination_accounts,num_unique_destination_names,repeat_counterparty_ratio_in,repeat_counterparty_ratio_out,amt_from_source,total_in,top_source_share_in,amt_to_destination,total_out,top_destination_share_out,source_entropy_in,destination_entropy_out,fraud_status
txn_count_week_wk3,0.021674614992626923,0.01491930435989941,0.4389437461254879,0.20917817915127412,0.4389437461254725,0.1848715035136606,0.6445731987210038,0.3898449852284396,0.6445731987209967,0.30486506565206023,1.0,0.5689986535394123,0.9999999999999936,0.39800188071846326,0.6370063574295086,0.3020398221129139,0.6370063574294967,0.1992198063683931,0.43284083982727595,0.0807865540063813,-0.42076016409241873,-0.32318647623892677,0.8493819755324213,0.46631282597816814,0.8493819755324425,0.3401951456431849,0.6410260622048213,0.1383855062459235,0.005292067818495627,0.0009902811629039577,0.0031162186456912657,-0.0003183744281647418,0.7015206690730107,0.35047407255764795,0.21534556035206537,0.07179735387656645,0.155658267457662,0.3240149322413047,0.07814055620437713,0.0005180823098687239,0.4850052766400411,0.3174659434006577,0.3342605477795775,0.37580132988934734,0.8411116119898401,0.37551212854889454,0.8411116162613652,0.3872345923692614,0.6344852985543227,0.00010672545718560692,0.3661357026630931,0.6344853057519508,0.22377456045776398,0.17123351379835453,0.06222254834700372,0.0038798389587219,0.8238516530221949,0.7807376039084057,0.25726371676796617,0.2060572077173936,0.028709577103515807,-0.005068701721204095,0.419803305453578,0.6787473822994272,0.3764680880457852,0.37831151082814485,0.7280177886871717,0.7122448063361461,0.06387850308981928,0.05975756589402273,0.23143071425565037,0.3661357026630931,0.027809517641472117,0.4848653279805232,0.6344853057519508,0.049039856478536106,0.32757236962406755,0.46556689594358486,0.34717746964055096
txn_amt_week_wk3,0.028102129787026642,0.02287924087467741,0.31042616049927413,0.3702677613872224,0.31042616049927046,0.20037502144602828,0.3855283909028619,0.6185693220558279,0.3855283909028512,0.3114249645653442,0.5689986535394123,1.0,0.568998653539439,0.42813142220377676,0.4171577590540529,0.5914179846953722,0.41715775905406116,0.26979640806780353,0.17647204665239388,-0.026471367581193634,-0.08931418681168313,-0.18445278669158346,0.5233231089166452,0.8168963356240083,0.5233231089166552,0.38053863867669985,0.4371367180598383,0.3095178539195431,0.021994910406396555,0.0009242372696243307,0.010700334958606925,0.0005494798882037424,0.4775231366312472,0.24764913926576765,0.46528922965056124,0.17722518226348238,0.3780455894695029,0.43806799362263193,0.2849331002460781,0.07601020897808691,0.5427129565987647,0.42771016158624775,0.3287427877872896,0.5681303106335428,0.45349447555110817,0.5702821452753591,0.45349447320625164,0.789947183933623,0.6966038405783659,-7.782313493781047e-05,0.7851788885958759,0.6966038399400042,0.3829717549904252,0.37778055224660273,0.11514665257503122,0.08989003800795792,0.5025468231299269,0.5015670538482839,0.2763368861293839,0.2373485173128399,0.05153865585768757,0.0006223690333282383,0.3723082863071779,0.47613117636525937,0.5064218238823193,0.5053706443333015,0.40491788806117074,0.40634151069219343,0.10061705641858402,0.0859539198187676,0.5721956538665324,0.7851788885958759,0.039125677942719386,0.5338192586646472,0.6966038399400042,0.06242867480652491,0.3921060722209217,0.39429873290237233,0.2817537588483619
txn_velocity_week_wk3,0.02167461499262673,0.01491930435990022,0.43894374612547965,0.20917817915127662,0.43894374612548476,0.184871503513663,0.6445731987209987,0.3898449852284274,0.6445731987210209,0.30486506565205784,0.9999999999999936,0.568998653539439,1.0,0.3980018807184522,0.6370063574294903,0.3020398221129256,0.6370063574295161,0.19921980636839523,0.43284083982729454,0.08078655400638339,-0.42076016409242717,-0.3231864762389394,0.8493819755324594,0.46631282597817264,0.8493819755324385,0.34019514564320696,0.6410260622048352,0.13838550624592194,0.005292067818495656,0.0009902811629039425,0.00311621864569134,-0.0003183744281647501,0.7015206690730221,0.35047407255763674,0.21534556035206587,0.07179735387656709,0.15565826745765804,0.324014932241299,0.07814055620437797,0.0005180823098687193,0.48500527664005993,0.31746594340066553,0.33426054777958475,0.3758013298893541,0.8411116119898429,0.37551212854889904,0.8411116162613933,0.38723459236926683,0.6344852985543223,0.00010672545718560753,0.3661357026630921,0.6344853057519582,0.22377456045776692,0.17123351379835572,0.06222254834700205,0.003879838958721946,0.823851653022192,0.7807376039084529,0.25726371676796733,0.20605720771740232,0.028709577103515398,-0.00506870172120391,0.4198033054535771,0.6787473822994045,0.376468088045783,0.3783115108281313,0.7280177886871613,0.7122448063361209,0.06387850308982032,0.05975756589402475,0.231430714255658,0.3661357026630921,0.02780951764147223,0.4848653279805253,0.6344853057519582,0.04903985647853668,0.32757236962405967,0.4655668959435485,0.3471774696405616
txn_days_active_week_wk3,0.04220003798522282,0.037204496972044976,0.2111626111978011,0.18859120179511,0.21116261119780125,0.4076272810932765,0.26905903467353887,0.2894970730574979,0.2690590346735519,0.5703213941356494,0.39800188071846326,0.42813142220377676,0.3980018807184522,1.0,0.29846578231363374,0.29214098785097653,0.29846578231364035,0.6035296175716163,0.13131008908121494,-0.01348068327164963,-0.10119221621286292,-0.12722760885207093,0.36554024866769935,0.38135042854900914,0.36554024866768614,0.8111645823457648,0.3162734821815685,0.18633781774510952,0.01490323738019894,0.024719323263713976,0.04955620247180764,0.003525232742827328,0.3480214803576239,0.23272237661344117,0.261244390294581,0.042506700685130044,0.1809983800891607,0.2838118725593935,0.11621393052144328,0.012818349817600024,0.5767065290882162,0.7374238701827751,0.47595680070762125,0.4473410949018836,0.3070453276360918,0.44922980336467655,0.30704543861944494,0.3524705931165999,0.4030006953386874,0.0032258275661351077,0.3395816915084242,0.4030008382295565,0.4277409005070987,0.34668897875406546,0.09589633642439802,0.05989066181778539,0.34789847514080285,0.3558254304022126,0.7063424016433423,0.6803184347247692,0.32060818990515255,0.17309547963130584,0.5152991196851218,0.3927663429112075,0.36689439552751196,0.36159597980206254,0.26412326340462067,0.2613137015087249,0.41379721964365224,0.3750945909014368,0.276720575350625,0.3395816915084242,0.2774189897885942,0.34828140017878684,0.4030008382295565,0.34959942136153255,0.5580330652393478,0.5204745315516024,0.1804720215676862
txn_count_week_wk4,0.02168846575137895,0.018403547912317252,0.1430744267097585,0.08043631642935144,0.143074426709758,0.11328058781709495,0.24530876442067592,0.15957560241393878,0.2453087644206715,0.1790154386870181,0.6370063574295086,0.4171577590540529,0.6370063574294903,0.29846578231363374,1.0,0.5718247928980893,0.9999999999999518,0.3677040650334683,0.17976395632638104,0.20526496398293623,0.18079745126303987,-0.04652294823102005,0.5805258301330577,0.38125086293103444,0.5805258301330706,0.3067722581125441,0.46219401922468295,0.13407753763198263,0.0012552085549862263,0.003765412637558583,0.002503227623877045,0.0035296412537198065,0.5115109283671246,0.33717145135048365,0.19772834264864833,0.0676704790167524,0.14512632736580203,0.2874315257008372,0.07685218277128589,0.007153979866453257,0.4097172015057048,0.30079814262154725,0.29328037893245107,0.3607702840759324,0.5550114800702248,0.36064057822170803,0.555011476800755,0.3243182382044696,0.4960271575494911,-0.00010688539430037348,0.3072202904897388,0.49602715484058024,0.22166896738203415,0.15900967294559298,0.03715354372196834,0.010586456214126636,0.5909278082026672,0.5621656379584373,0.24479246622239942,0.20299947913471272,0.05833310655686601,0.008962171115081085,0.39407006262593597,0.5328989138021295,0.31301323486558097,0.3134207491265178,0.3423074259173487,0.3304480480303711,0.09935117282860266,0.11106769264730207,0.2969649595899112,0.3072202904897388,0.054161758918543246,0.5649283148705877,0.49602715484058024,0.07695252029710302,0.24412964625407252,0.2794100101589642,0.2462484298185465
txn_amt_week_wk4,0.023748087302649414,0.02203809011692141,0.07845942860786795,0.21043612838748815,0.07845942860786846,0.1355276704514583,0.11178390455369054,0.3300869620621369,0.11178390455369268,0.20140664956024804,0.3020398221129139,0.5914179846953722,0.3020398221129256,0.29214098785097653,0.5718247928980893,1.0,0.5718247928980743,0.4111259568779474,0.06025960927487096,0.07784120285863635,0.20257330622887976,-0.013853263275743505,0.3009341433226903,0.6702907285066955,0.30093414332269536,0.3342448634199385,0.26512956873861737,0.283383127315116,0.0035155510700587,0.007656155574662313,0.0018628460771664443,0.009469157114961392,0.2910206659912428,0.19677710192795478,0.4144709881052601,0.18343847062303262,0.3574359067503031,0.36006375900190907,0.28416166157294415,0.09503309137222325,0.4121925109686804,0.3737619585709779,0.2598426518749411,0.48454175277705486,0.23062923238373073,0.4857947454134779,0.230629228521248,0.6816697062104895,0.5067584358190822,-0.00011733831108395045,0.6667303589376089,0.5067584326950021,0.3589330313421911,0.3447579748867416,0.09816298686880161,0.10374637945542234,0.3025391613452419,0.308930047880528,0.2425445965213231,0.21339170585728615,0.07677610450799731,0.012306724913895964,0.3167313184278773,0.3019186420299814,0.38249960930754984,0.38024682398867543,0.13486832533563112,0.1346841200334147,0.11509953184189489,0.10124742317360039,0.632303589411924,0.6667303589376089,0.055021646000678555,0.5171891712062461,0.5067584326950021,0.07497266494504483,0.2956509677349092,0.23356495578264197,0.16807614309314167
txn_velocity_week_wk4,0.021688465751379327,0.018403547912318734,0.1430744267097618,0.08043631642935446,0.14307442670975704,0.11328058781710003,0.24530876442067467,0.1595756024139431,0.2453087644206808,0.17901543868703196,0.6370063574294967,0.41715775905406116,0.6370063574295161,0.29846578231364035,0.9999999999999518,0.5718247928980743,1.0,0.36770406503347036,0.17976395632637665,0.20526496398293406,0.1807974512630437,-0.0465229482310196,0.5805258301330655,0.3812508629310341,0.5805258301330675,0.30677225811255365,0.46219401922470266,0.13407753763198138,0.0012552085549862742,0.0037654126375586865,0.0025032276238770366,0.0035296412537199773,0.5115109283671349,0.33717145135049653,0.19772834264864722,0.06767047901675259,0.1451263273658035,0.2874315257008332,0.07685218277128761,0.00715397986645364,0.40971720150568564,0.30079814262156124,0.29328037893245845,0.3607702840759216,0.5550114800702323,0.36064057822170387,0.5550114768007544,0.3243182382044684,0.4960271575495027,-0.00010688539430037233,0.30722029048973604,0.4960271548405774,0.221668967382028,0.15900967294559878,0.03715354372196819,0.010586456214126936,0.5909278082026584,0.562165637958447,0.24479246622241385,0.20299947913471977,0.058333106556863135,0.008962171115081005,0.394070062625938,0.5328989138021109,0.31301323486557975,0.3134207491265112,0.3423074259173507,0.3304480480303737,0.09935117282860194,0.11106769264730242,0.2969649595899116,0.30722029048973604,0.054161758918540664,0.564928314870598,0.4960271548405774,0.07695252029710317,0.24412964625408506,0.2794100101589633,0.2462484298185501
txn_days_active_week_wk4,0.03716400014214619,0.036765383439700795,0.06271013843699805,0.10532750421293298,0.06271013843700052,0.33961079221064394,0.08698745946875638,0.1535091328577087,0.08698745946875695,0.46133022601611323,0.1992198063683931,0.26979640806780353,0.19921980636839523,0.6035296175716163,0.3677040650334683,0.4111259568779474,0.36770406503347036,1.0,0.041099659870376976,0.0548204050702215,0.08901430458387773,-0.009185398869101954,0.20470461890277172,0.29620261542832327,0.20470461890277467,0.7763789060386967,0.1917726462261344,0.16654556141743315,0.009254270855202874,0.03619262232876351,0.023429808594221318,0.03421624228944472,0.21500372829193695,0.19419079936664763,0.22751789815949688,0.03525633643127233,0.15851995107832212,0.23368922267118578,0.10583856868494065,0.01607494639274909,0.49293822952387445,0.7087612599204421,0.4286608756679445,0.3967395064532422,0.14384805834951553,0.3986889957729304,0.1438480430304555,0.282931547243317,0.28579660209325813,-0.0004491758357213275,0.2731933108440636,0.2857965835563102,0.4150124351605125,0.32711405852874426,0.0820115915919767,0.06434467411613824,0.20462509373141777,0.2186234035305725,0.6877664813726234,0.6690306578000871,0.4241077523403483,0.2354376054488081,0.490148316219,0.2653813767678257,0.2966415397835037,0.29063909595744386,0.08810042255369244,0.08683870420620361,0.43380943760763424,0.391332282908209,0.2697183738369075,0.2731933108440636,0.29751363822943017,0.3117388281665664,0.2857965835563102,0.35672817395968826,0.5024125349847639,0.41320182268603767,0.09655490690435684
txn_velocity_delta_wk2_vs_wk1,0.0042481052738648625,0.0018074530172205905,-0.02107680800174833,-0.03567667613747634,-0.02107680800174686,0.010404866310386781,0.5058352950071173,0.22679952120926658,0.5058352950071113,0.1548625270248166,0.43284083982727595,0.17647204665239388,0.43284083982729454,0.13131008908121494,0.17976395632638104,0.06025960927487096,0.17976395632637665,0.041099659870376976,1.0,-0.20932719785669582,-0.254371103151223,-0.6840511831698733,0.3620314684310414,0.13264902052332272,0.36203146843104994,0.10349944401104845,0.24892340265393473,0.02955865167668501,0.003562850181754861,-0.0004207244226005799,-0.0003434170658637916,-0.0002634630023311279,0.26630673729703924,0.1125397855373047,0.04924014919435117,0.017687303135304967,0.03136876082008785,0.09233149072817373,0.008373249316375774,-0.001971684490374552,0.1360642554248016,0.07680568751727401,0.09904216641624417,0.12198294910182343,0.36582362803937196,0.12174376097788407,0.36582361655597895,0.10061718305440005,0.20734737464925193,-0.00034213106888947975,0.09484472858552417,0.20734736048879027,0.049027440540411624,0.03246805910462194,0.01754749287654055,-0.0023029227343603774,0.34494845317954054,0.31867510538557314,0.06585119191231747,0.04869383693925622,-0.005123857764619991,-0.006990010987161002,0.14016820721657192,0.23980137964917686,0.1434892325179789,0.144337630371664,0.36333193250550944,0.36491983137347767,-0.00018185381681086433,-0.0017401599267278915,0.04191367953552566,0.09484472858552417,-0.004738824910194473,0.12188887505543117,0.2073473604887902,0.0010921418678510942,0.10764530586279726,0.17491472240257092,0.13105462781593927
txn_velocity_delta_wk3_vs_wk2,-0.0016898746572666166,0.0028649399623898153,-0.43051491328374125,-0.2589655577390859,-0.4305149132837358,-0.12730015791237959,-0.4748873938290509,-0.3878298666795151,-0.47488739382906964,-0.20655185798783113,0.0807865540063813,-0.026471367581193634,0.08078655400638339,-0.01348068327164963,0.20526496398293623,0.07784120285863635,0.20526496398293406,0.0548204050702215,-0.20932719785669582,1.0,-0.16507509338706208,0.7372618448071915,-0.24269736305918352,-0.21043712960893554,-0.24269736305918535,-0.09104390707637564,-0.30864106053532214,-0.0675448638021505,0.00471029390005123,0.00029906994904989553,0.0004491783819737022,0.0003665047464836153,-0.3074996180469465,-0.0932095587410141,-0.10629597060316819,-0.03411206027902417,-0.08588032266371574,-0.13748982058450906,-0.054370400765214495,0.0009047033241564056,-0.229020345199704,-0.1306833156442111,-0.14196063792036828,-0.12326522748223226,-0.23734239264239984,-0.12296094960668767,-0.2373423864105084,-0.1999221011678188,-0.22035226835241087,0.0001864861178009621,-0.18809242022838135,-0.22035226106075917,-0.10648888565141318,-0.07320779567079372,-0.06968021770817755,0.0020646846226181873,-0.21872746069911436,-0.2405741972706919,-0.09297566772199908,-0.06920224432370962,0.0010656031447443285,0.00725266532086477,-0.1531760598662304,-0.30114943144631884,-0.18895141762447978,-0.19077962924302458,-0.3650802127081802,-0.37200419793577993,-0.007436952778967792,0.007513147812027853,-0.03297034018357166,-0.18809242022838135,0.008739177458174985,0.03970477448528332,-0.22035226106075917,0.009383835757406646,-0.18163326541487212,-0.2896431051212085,-0.1633482043469408
txn_velocity_delta_wk4_vs_wk3,0.001765020987007273,0.002073603614950567,-0.16235351817121757,-0.03102684378895611,-0.16235351817120958,-0.05674182094831897,-0.2931809828565264,-0.07856501070383679,-0.29318098285651956,-0.09294563546456214,-0.42076016409241873,-0.08931418681168313,-0.42076016409242717,-0.10119221621286292,0.18079745126303987,0.20257330622887976,0.1807974512630437,0.08901430458387773,-0.254371103151223,-0.16507509338706208,1.0,0.09803527813885995,-0.24834419689794188,-0.0005741644231382709,-0.24834419689794107,-0.046268080589730504,-0.10406862450278392,0.012670775008315344,0.00036337259492771803,0.0008476855715223952,0.0008064094133244258,0.0006107583185254776,-0.11691187982683401,0.025961098479121807,0.01482125115524444,0.015878762057521346,0.01824586624883823,0.01568861376330737,0.015239558405022634,0.0012496018863243949,-0.004690588013606034,0.01566083380221314,-0.018493612367316118,-0.003404008174350258,-0.26624653311446905,-0.0034020320775918363,-0.26624653331924625,0.023891873384720697,-0.06749939807296226,-3.6849661645675765e-07,0.02266893495359108,-0.06749939835752902,0.03867771772359706,0.009771696003822264,0.001556534396481006,0.0025630174729835502,-0.21960663001758926,-0.19678279747398428,-0.00934111792309906,-0.0053924078708027425,0.011506328862945838,0.0029132589217013794,0.011320771187610915,-0.07430966580739211,-0.033805415637202435,-0.03459094759637199,-0.3219830428016525,-0.30996792999104,0.03137912578102208,0.04347653752381667,0.08621575593141168,0.02266893495359108,0.016400136915703332,0.06076525134849795,-0.06749939835752901,0.015412837197336516,-0.05571785637552469,-0.13424083418630897,-0.07374010664208949
txn_velocity_accel_wk3,-0.004445319423506458,-0.00018649264399515998,-0.35693527554407434,-0.19183822275221904,-0.3569352755440592,-0.1164403358298333,-0.6618818872411029,-0.4285880877286755,-0.6618818872411012,-0.2553790304275522,-0.32318647623892677,-0.18445278669158346,-0.3231864762389394,-0.12722760885207093,-0.04652294823102005,-0.013853263275743505,-0.0465229482310196,-0.009185398869101954,-0.6840511831698733,0.7372618448071915,0.09803527813885995,1.0,-0.4760567599551113,-0.27308230782294307,-0.47605675995512364,-0.1576403705541013,-0.4401087873123044,-0.08195229034991473,0.0023415023030773736,0.0006357792442266784,0.0005546669803348135,0.0005113237238286741,-0.45365528934482413,-0.16412208679050153,-0.13108041036333973,-0.043613062779983364,-0.09632175498220999,-0.18970019111800754,-0.0512996356394307,0.002087903403245146,-0.2983603898552584,-0.17155023818437276,-0.19493497686089026,-0.20337709067041962,-0.472854023062623,-0.20296441411515906,-0.4728540104479463,-0.23552981935988893,-0.34945155783940557,0.00037732809246885464,-0.2220803670055028,-0.349451542702461,-0.13250728786180663,-0.09508126411904985,-0.06488731610398028,0.00227511821274269,-0.4462995474061781,-0.4431732601328097,-0.13064853483397446,-0.09848666239829783,0.001781741528773707,0.010672642434219273,-0.23198639442468888,-0.4373952480046855,-0.2640213377824131,-0.26604454461341004,-0.5421481071276829,-0.5480988608403522,-0.010943317380196096,0.002433972806892672,-0.06704306604082763,-0.2220803670055028,0.006662532138654989,-0.10818692316371663,-0.349451542702461,0.0018206455261427503,-0.22682347568936043,-0.35930891532985904,-0.22813867917465033
txn_count_30d,0.02358958304227285,0.012101125892152417,0.7978728048324446,0.42486974171366326,0.7978728048324383,0.32354510194473957,0.8971565029607899,0.6203653183130321,0.8971565029608027,0.4516521697651231,0.8493819755324213,0.5233231089166452,0.8493819755324594,0.36554024866769935,0.5805258301330577,0.3009341433226903,0.5805258301330655,0.20470461890277172,0.3620314684310414,-0.24269736305918352,-0.24834419689794188,-0.4760567599551113,1.0,0.6107879982806287,1.000000000000006,0.4241206926659654,0.8305943351639541,0.18725983960467127,0.004166476845483378,0.001861037223618122,0.0009136918709443959,0.0002296543932482597,0.9040226314154964,0.4965957458326871,0.2982254311263626,0.12345781423462876,0.2261081763029648,0.43597136598253167,0.12296845711333992,0.005023914309786639,0.6462216794526189,0.42253642101160205,0.45268172397099304,0.46678049875261823,0.9856241497143338,0.46638832694405474,0.9856241521093467,0.5234166815950624,0.7875256453055453,4.9036436318557764e-05,0.4946609780323758,0.7875256505850623,0.3141918172996852,0.23648657175769028,0.11857953547836506,0.0056539493619577955,0.9461990882311369,0.9372271923763563,0.3462322291276545,0.27779658551260067,0.042160365939633286,-0.003964645778161814,0.5431569651961681,0.8693136485420335,0.48650879266459657,0.48903881765006724,0.9206387443562687,0.9056351871675559,0.08210710808710059,0.06405317558695672,0.2851324863177399,0.4946609780323758,0.038748095836362434,0.513600471255721,0.7875256505850623,0.058242029611144205,0.4575688446768102,0.6673900510621156,0.4624228692288049
txn_amt_30d,0.028388412462437874,0.02121245409555191,0.5308774586509245,0.7411787400569189,0.5308774586509166,0.3294392431038483,0.5364098605375214,0.8357095520306314,0.5364098605375227,0.43545144096425015,0.46631282597816814,0.8168963356240083,0.46631282597817264,0.38135042854900914,0.38125086293103444,0.6702907285066955,0.3812508629310341,0.29620261542832327,0.13264902052332272,-0.21043712960893554,-0.0005741644231382709,-0.27308230782294307,0.6107879982806287,1.0,0.6107879982806038,0.4573104303457671,0.5435398313670056,0.5366189452763273,0.018879475229414463,0.005800951208928081,0.0032966157607183582,0.0027773637271847093,0.5933550364563686,0.3412452307635669,0.7031462418279742,0.2733169540271,0.6021327779884394,0.5422697310903566,0.4962310808487091,0.2582632535391175,0.6506300466078287,0.5177353049750677,0.4128974021059591,0.6620763539597185,0.5295381752358239,0.6642890118201664,0.5295381796451148,0.9483824438349129,0.8029315360350364,0.00011728634117055672,0.978434835483565,0.8029315443650649,0.5021701050994188,0.4659290791566741,0.18932503361688233,0.1137086450613373,0.5714488233137498,0.5890289261760303,0.3509767940841759,0.30011806301517535,0.0724906118822054,0.0042754247083912665,0.47170153053186026,0.582282720073316,0.5836130128645937,0.582292772967583,0.5026438657330825,0.5053429999352704,0.12779967687602706,0.09350805285455696,0.744569997011212,0.978434835483565,0.05296747273989069,0.5771239789142233,0.8029315443650649,0.0772277780452537,0.493930014234885,0.5208692274109827,0.35244971704597017
txn_velocity_30d,0.02358958304227288,0.01210112589215252,0.7978728048324577,0.4248697417136572,0.7978728048324566,0.3235451019447333,0.8971565029608318,0.6203653183130523,0.8971565029608091,0.45165216976512296,0.8493819755324425,0.5233231089166552,0.8493819755324385,0.36554024866768614,0.5805258301330706,0.30093414332269536,0.5805258301330675,0.20470461890277467,0.36203146843104994,-0.24269736305918535,-0.24834419689794107,-0.47605675995512364,1.000000000000006,0.6107879982806038,1.0,0.42412069266596963,0.8305943351639519,0.18725983960467066,0.00416647684548344,0.0018610372236180733,0.000913691870944405,0.00022965439324827098,0.9040226314155057,0.49659574583269156,0.2982254311263619,0.12345781423462378,0.2261081763029653,0.43597136598250713,0.12296845711333679,0.005023914309786721,0.6462216794526442,0.42253642101159183,0.45268172397098627,0.466780498752608,0.9856241497143191,0.46638832694404914,0.9856241521093397,0.5234166815950639,0.7875256453055586,4.9036436318554586e-05,0.49466097803237385,0.7875256505850564,0.3141918172996836,0.23648657175769927,0.11857953547836053,0.005653949361957568,0.9461990882311342,0.937227192376363,0.3462322291276616,0.2777965855126087,0.042160365939632294,-0.003964645778161926,0.5431569651961684,0.8693136485420697,0.4865087926645918,0.4890388176500746,0.9206387443562679,0.9056351871675735,0.08210710808709883,0.06405317558695547,0.28513248631774907,0.49466097803237397,0.03874809583636186,0.5136004712557557,0.7875256505850563,0.05824202961114642,0.4575688446768019,0.6673900510621051,0.4624228692287941
txn_days_active_30d,0.04407148548746235,0.03958165996455014,0.34270654446085724,0.3026229204934205,0.3427065444608651,0.7356585557566317,0.35386414602232374,0.3906583739289544,0.35386414602234895,0.812549600250134,0.3401951456431849,0.38053863867669985,0.34019514564320696,0.8111645823457648,0.3067722581125441,0.3342448634199385,0.30677225811255365,0.7763789060386967,0.10349944401104845,-0.09104390707637564,-0.046268080589730504,-0.1576403705541013,0.4241206926659654,0.4573104303457671,0.42412069266596963,1.0,0.38742393043691226,0.23310485831962632,0.02434528471992376,0.03586716232716812,0.02116470147793906,0.012929722250273949,0.4318817076004325,0.33447460127716994,0.32606079148752876,0.06967533767753596,0.23541997240941143,0.3595116802343551,0.15378452584608576,0.02553276233476565,0.6974725876858672,0.9203676347045742,0.5940037885499166,0.5336551494079796,0.35347190899639486,0.53577563487018,0.3534719783853899,0.4262535109435585,0.4739279363282272,0.0020134570744906265,0.41046031961268015,0.47392802640046416,0.5459575538845991,0.4305745952028542,0.14526968612018246,0.08765319830764273,0.3996565120580708,0.4179554732582488,0.890624427865441,0.8602805878777926,0.46711519346197494,0.26336828525963835,0.6633102954455481,0.49030391241720883,0.44354662442637627,0.43664471567662033,0.318468482259345,0.3163030786610891,0.5215114731219165,0.44604642908094266,0.3379999377328616,0.4104603196126801,0.4286083555019685,0.3944770496401916,0.47392802640046416,0.46449740030767817,0.7096330660215624,0.6578298713295703,0.2242184252956486
txn_count_day_volatility_30d,0.03890258551796779,0.03055799361531577,0.7198241196406703,0.3998598223653407,0.7198241196406493,0.30496475900113335,0.762129921561987,0.5548317124585083,0.7621299215619962,0.4136713007448101,0.6410260622048213,0.4371367180598383,0.6410260622048352,0.3162734821815685,0.46219401922468295,0.26512956873861737,0.46219401922470266,0.1917726462261344,0.24892340265393473,-0.30864106053532214,-0.10406862450278392,-0.4401087873123044,0.8305943351639541,0.5435398313670056,0.8305943351639519,0.38742393043691226,1.0,0.2497500788132964,0.010754072844822608,0.004505866658376635,0.00418256037874609,0.0034104244789129063,0.962763034941986,0.4457678927022469,0.34792041780047506,0.12432540255929933,0.27481143186042656,0.46319446184202084,0.1676440240232079,0.012115889466738,0.596742615366583,0.401368704396563,0.49734513936658836,0.4520667136102453,0.8062804356761596,0.45216246049997444,0.8062804424133861,0.47697790423992126,0.6670252687238868,0.0001792690293471346,0.45190880859061083,0.6670252792282525,0.3633842989751451,0.2703311936424657,0.14341018655763638,0.021625961729114043,0.7757970998864546,0.7938155537495197,0.3880884000177941,0.29773382140417365,0.07980883488941803,-0.003620475534952245,0.6789943102009335,0.9023947858888485,0.4828208647005156,0.4853474225234125,0.7698423145213353,0.7630530326248538,0.11410582870034011,0.0951278520590357,0.2721291824899664,0.45190880859061083,0.05552409678444699,0.4352433449850893,0.6670252792282525,0.08139616957846169,0.49715817299619647,0.6838214708588364,0.49030149982694116
