Feature 1,Feature 2,Correlation
txn_count_week_wk1,txn_velocity_week_wk1,1.0000000000000175
txn_count_week_wk1,txn_count_week_wk2,0.8092628665396324
txn_count_week_wk1,txn_velocity_week_wk2,0.8092628665396122
txn_count_week_wk1,txn_count_30d,0.7978728048324446
txn_count_week_wk1,txn_velocity_30d,0.7978728048324577
txn_count_week_wk1,txn_count_day_volatility_30d,0.7198241196406703
txn_count_week_wk1,max_txn_count_day,0.7808823205547923
txn_count_week_wk1,count_INSTAPAY_OUT,0.7886633576843982
txn_count_week_wk1,count_total_out,0.7886633638195478
txn_count_week_wk1,weekend_txn_count,0.7293150051540152
txn_count_week_wk1,night_txn_count,0.7547476738651004
txn_count_week_wk1,max_txn_sessions_per_day_3min,0.7351908312722112
txn_count_week_wk1,num_unique_destination_accounts,0.8225485222862734
txn_count_week_wk1,num_unique_destination_names,0.8095356230591414
txn_amt_week_wk1,txn_amt_30d,0.7411787400569189
txn_amt_week_wk1,max_txn_amt_day,0.7674480352377385
txn_amt_week_wk1,total_amount_in,0.7505910942901677
txn_amt_week_wk1,total_in,0.7505910942901677
txn_velocity_week_wk1,txn_count_week_wk2,0.8092628665396019
txn_velocity_week_wk1,txn_velocity_week_wk2,0.8092628665396316
txn_velocity_week_wk1,txn_count_30d,0.7978728048324383
txn_velocity_week_wk1,txn_velocity_30d,0.7978728048324566
txn_velocity_week_wk1,txn_count_day_volatility_30d,0.7198241196406493
txn_velocity_week_wk1,max_txn_count_day,0.7808823205548067
txn_velocity_week_wk1,count_INSTAPAY_OUT,0.7886633576844291
txn_velocity_week_wk1,count_total_out,0.7886633638195384
txn_velocity_week_wk1,weekend_txn_count,0.7293150051539838
txn_velocity_week_wk1,night_txn_count,0.7547476738650769
txn_velocity_week_wk1,max_txn_sessions_per_day_3min,0.7351908312721747
txn_velocity_week_wk1,num_unique_destination_accounts,0.8225485222862673
txn_velocity_week_wk1,num_unique_destination_names,0.8095356230591189
txn_days_active_week_wk1,txn_days_active_30d,0.7356585557566317
txn_count_week_wk2,txn_velocity_week_wk2,0.9999999999999866
txn_count_week_wk2,txn_count_30d,0.8971565029607899
txn_count_week_wk2,txn_velocity_30d,0.8971565029608318
txn_count_week_wk2,txn_count_day_volatility_30d,0.762129921561987
txn_count_week_wk2,max_txn_count_day,0.8230905425700021
txn_count_week_wk2,count_INSTAPAY_OUT,0.8902706893841588
txn_count_week_wk2,count_total_out,0.8902706891439148
txn_count_week_wk2,weekend_txn_count,0.8272175061361406
txn_count_week_wk2,night_txn_count,0.835676794343962
txn_count_week_wk2,max_txn_sessions_per_day_3min,0.7748223696879082
txn_count_week_wk2,num_unique_destination_accounts,0.91984641800349
txn_count_week_wk2,num_unique_destination_names,0.9117841013594833
txn_amt_week_wk2,txn_amt_30d,0.8357095520306314
txn_amt_week_wk2,amount_INSTAPAY_IN,0.8133852823427242
txn_amt_week_wk2,amount_INSTAPAY_OUT,0.7460505342186525
txn_amt_week_wk2,total_amount_in,0.7916862671467881
txn_amt_week_wk2,total_amount_out,0.7460505330813617
txn_amt_week_wk2,total_in,0.7916862671467881
txn_amt_week_wk2,total_out,0.7460505330813617
txn_velocity_week_wk2,txn_count_30d,0.8971565029608027
txn_velocity_week_wk2,txn_velocity_30d,0.8971565029608091
txn_velocity_week_wk2,txn_count_day_volatility_30d,0.7621299215619962
txn_velocity_week_wk2,max_txn_count_day,0.8230905425700352
txn_velocity_week_wk2,count_INSTAPAY_OUT,0.8902706893841513
txn_velocity_week_wk2,count_total_out,0.8902706891439225
txn_velocity_week_wk2,weekend_txn_count,0.8272175061361368
txn_velocity_week_wk2,night_txn_count,0.8356767943439743
txn_velocity_week_wk2,max_txn_sessions_per_day_3min,0.7748223696879322
txn_velocity_week_wk2,num_unique_destination_accounts,0.9198464180034757
txn_velocity_week_wk2,num_unique_destination_names,0.9117841013595072
txn_days_active_week_wk2,txn_days_active_30d,0.812549600250134
txn_days_active_week_wk2,num_inflow_days,0.750396620466574
txn_days_active_week_wk2,hour_entropy,0.7207319190604027
txn_count_week_wk3,txn_velocity_week_wk3,0.9999999999999936
txn_count_week_wk3,txn_count_30d,0.8493819755324213
txn_count_week_wk3,txn_velocity_30d,0.8493819755324425
txn_count_week_wk3,max_txn_count_day,0.7015206690730107
txn_count_week_wk3,count_INSTAPAY_OUT,0.8411116119898401
txn_count_week_wk3,count_total_out,0.8411116162613652
txn_count_week_wk3,weekend_txn_count,0.8238516530221949
txn_count_week_wk3,night_txn_count,0.7807376039084057
txn_count_week_wk3,num_unique_destination_accounts,0.7280177886871717
txn_count_week_wk3,num_unique_destination_names,0.7122448063361461
txn_amt_week_wk3,txn_amt_30d,0.8168963356240083
txn_amt_week_wk3,amount_INSTAPAY_IN,0.789947183933623
txn_amt_week_wk3,total_amount_in,0.7851788885958759
txn_amt_week_wk3,total_in,0.7851788885958759
txn_velocity_week_wk3,txn_count_30d,0.8493819755324594
txn_velocity_week_wk3,txn_velocity_30d,0.8493819755324385
txn_velocity_week_wk3,max_txn_count_day,0.7015206690730221
txn_velocity_week_wk3,count_INSTAPAY_OUT,0.8411116119898429
txn_velocity_week_wk3,count_total_out,0.8411116162613933
txn_velocity_week_wk3,weekend_txn_count,0.823851653022192
txn_velocity_week_wk3,night_txn_count,0.7807376039084529
txn_velocity_week_wk3,num_unique_destination_accounts,0.7280177886871613
txn_velocity_week_wk3,num_unique_destination_names,0.7122448063361209
txn_days_active_week_wk3,txn_days_active_30d,0.8111645823457648
txn_days_active_week_wk3,num_inflow_days,0.7374238701827751
txn_days_active_week_wk3,hour_entropy,0.7063424016433423
txn_count_week_wk4,txn_velocity_week_wk4,0.9999999999999518
txn_days_active_week_wk4,txn_days_active_30d,0.7763789060386967
txn_days_active_week_wk4,num_inflow_days,0.7087612599204421
txn_velocity_delta_wk3_vs_wk2,txn_velocity_accel_wk3,0.7372618448071915
txn_count_30d,txn_velocity_30d,1.000000000000006
txn_count_30d,txn_count_day_volatility_30d,0.8305943351639541
txn_count_30d,max_txn_count_day,0.9040226314154964
txn_count_30d,count_INSTAPAY_OUT,0.9856241497143338
txn_count_30d,count_total_out,0.9856241521093467
txn_count_30d,amount_INSTAPAY_OUT,0.7875256453055453
txn_count_30d,total_amount_out,0.7875256505850623
txn_count_30d,weekend_txn_count,0.9461990882311369
txn_count_30d,night_txn_count,0.9372271923763563
txn_count_30d,max_txn_sessions_per_day_3min,0.8693136485420335
txn_count_30d,num_unique_destination_accounts,0.9206387443562687
txn_count_30d,num_unique_destination_names,0.9056351871675559
txn_count_30d,total_out,0.7875256505850623
txn_amt_30d,max_txn_amt_day,0.7031462418279742
txn_amt_30d,amount_INSTAPAY_IN,0.9483824438349129
txn_amt_30d,amount_INSTAPAY_OUT,0.8029315360350364
txn_amt_30d,total_amount_in,0.978434835483565
txn_amt_30d,total_amount_out,0.8029315443650649
txn_amt_30d,amt_from_source,0.744569997011212
txn_amt_30d,total_in,0.978434835483565
txn_amt_30d,total_out,0.8029315443650649
txn_velocity_30d,txn_count_day_volatility_30d,0.8305943351639519
txn_velocity_30d,max_txn_count_day,0.9040226314155057
txn_velocity_30d,count_INSTAPAY_OUT,0.9856241497143191
txn_velocity_30d,count_total_out,0.9856241521093397
txn_velocity_30d,amount_INSTAPAY_OUT,0.7875256453055586
txn_velocity_30d,total_amount_out,0.7875256505850564
txn_velocity_30d,weekend_txn_count,0.9461990882311342
txn_velocity_30d,night_txn_count,0.937227192376363
txn_velocity_30d,max_txn_sessions_per_day_3min,0.8693136485420697
txn_velocity_30d,num_unique_destination_accounts,0.9206387443562679
txn_velocity_30d,num_unique_destination_names,0.9056351871675735
txn_velocity_30d,total_out,0.7875256505850563
txn_days_active_30d,num_inflow_days,0.9203676347045742
txn_days_active_30d,hour_entropy,0.890624427865441
txn_days_active_30d,weekday_entropy,0.8602805878777926
txn_days_active_30d,source_entropy_in,0.7096330660215624
txn_count_day_volatility_30d,max_txn_count_day,0.962763034941986
txn_count_day_volatility_30d,count_INSTAPAY_OUT,0.8062804356761596
txn_count_day_volatility_30d,count_total_out,0.8062804424133861
txn_count_day_volatility_30d,weekend_txn_count,0.7757970998864546
txn_count_day_volatility_30d,night_txn_count,0.7938155537495197
txn_count_day_volatility_30d,max_txn_sessions_per_day_3min,0.9023947858888485
txn_count_day_volatility_30d,num_unique_destination_accounts,0.7698423145213353
txn_count_day_volatility_30d,num_unique_destination_names,0.7630530326248538
txn_amt_day_volatility_30d,max_txn_amt_day,0.9262966485977844
txn_amt_day_volatility_30d,avg_amt_in_day,0.7807131227500325
txn_amt_day_volatility_30d,avg_net_flow_amt_day,0.748765761672526
max_txn_count_day,count_INSTAPAY_OUT,0.8801920512484552
max_txn_count_day,count_total_out,0.8801920589604388
max_txn_count_day,amount_INSTAPAY_OUT,0.7328215884084824
max_txn_count_day,total_amount_out,0.7328216003498841
max_txn_count_day,weekend_txn_count,0.846715731086744
max_txn_count_day,night_txn_count,0.8640947076013146
max_txn_count_day,max_txn_sessions_per_day_3min,0.9400593348444586
max_txn_count_day,num_unique_destination_accounts,0.8326975561100943
max_txn_count_day,num_unique_destination_names,0.824689102004982
max_txn_count_day,total_out,0.7328216003498841
max_txn_count_day,destination_entropy_out,0.7158867114968215
max_txn_amt_day,avg_amt_in_day,0.8982887484611668
max_txn_amt_day,avg_net_flow_amt_day,0.8346786847294458
max_txn_amt_day,total_amount_in,0.731536371206837
max_txn_amt_day,total_in,0.731536371206837
