Category,CONFIRMED_FRAUD,NON_FRAUD,Grand Total,Share,PercentBad,PercentGood,WoE,IV
CONFIRMED_FRAUD,8184,0,8184,0.0166,1.0,0.0,0.0,-0.0
NON_FRAUD,0,485005,485005,0.9834,0.0,1.0,0.0,0.0
Grand Total,8184,485005,493189,1.0,1.0,1.0,0.0,0.0
