Category,CONFIRMED_FRAUD,NON_FRAUD,Grand Total,Share,PercentBad,PercentGood,WoE,IV
CREATE_ACCOUNT,81,6934,7015,0.0142,0.0099,0.0143,0.37,0.0
No Kiosk Interaction,6645,153366,160011,0.3244,0.812,0.3162,-0.94,0.47
PRINT_CARD,1458,324705,326163,0.6613,0.1782,0.6695,1.32,0.65
Grand Total,8184,485005,493189,1.0,1.0,1.0,0.0,1.12
