Category,CONFIRMED_FRAUD,NON_FRAUD,Grand Total,Share,PercentBad,PercentGood,WoE,IV
 ,48,975,1023,0.0021,0.0059,0.002,-1.07,0.0
DIGITAL,8103,478071,486174,0.9858,0.9901,0.9857,-0.0,0.0
PHYSICAL,33,5959,5992,0.0121,0.004,0.0123,1.11,0.01
Grand Total,8184,485005,493189,1.0,1.0,1.0,0.0,0.01
