Category,CONFIRMED_FRAUD,NON_FRAUD,Grand Total,Share,PercentBad,PercentGood,WoE,IV
0 - <5,7389,484850,492239,0.9981,0.9029,0.9997,0.1,0.01
10 - <15,183,24,207,0.0004,0.0224,0.0,-6.11,0.14
15 - <20,75,4,79,0.0002,0.0092,0.0,-7.01,0.06
20+,30,1,31,0.0001,0.0037,0.0,-7.48,0.03
5 - <10,507,126,633,0.0013,0.062,0.0003,-5.47,0.34
Grand Total,8184,485005,493189,1.0,1.0,1.0,0.0,0.58
