Category,CONFIRMED_FRAUD,NON_FRAUD,Grand Total,Share,PercentBad,PercentGood,WoE,IV
0 - <1,3500,387548,391048,0.7929,0.4277,0.7991,0.63,0.23
1 - <2,737,56126,56863,0.1153,0.0901,0.1157,0.25,0.01
2 - <3,851,30131,30982,0.0628,0.104,0.0621,-0.52,0.02
3+,3096,11200,14296,0.029,0.3783,0.0231,-2.8,0.99
Grand Total,8184,485005,493189,1.0,1.0,1.0,0.0,1.25
