Category,CONFIRMED_FRAUD,NON_FRAUD,Grand Total,Share,PercentBad,PercentGood,WoE,IV
0,6771,478463,485234,0.9839,0.8273,0.9865,0.18,0.03
1,1413,6542,7955,0.0161,0.1727,0.0135,-2.55,0.41
Grand Total,8184,485005,493189,1.0,1.0,1.0,0.0,0.43
