Category,CONFIRMED_FRAUD,NON_FRAUD,Grand Total,Share,PercentBad,PercentGood,WoE,IV
0 - <10,5876,484772,490648,0.9948,0.718,0.9995,0.33,0.09
10 - <30,1945,199,2144,0.0043,0.2377,0.0004,-6.36,1.51
30+,363,34,397,0.0008,0.0444,0.0001,-6.45,0.29
Grand Total,8184,485005,493189,1.0,1.0,1.0,0.0,1.89
