Category,CONFIRMED_FRAUD,NON_FRAUD,Grand Total,Share,PercentBad,PercentGood,WoE,IV
0% - <20%,6945,454080,461025,0.9348,0.8486,0.9362,0.1,0.01
20% - <60%,560,14623,15183,0.0308,0.0684,0.0302,-0.82,0.03
60%+,679,16302,16981,0.0344,0.083,0.0336,-0.9,0.04
Grand Total,8184,485005,493189,1.0,1.0,1.0,0.0,0.08
