Category,CONFIRMED_FRAUD,NON_FRAUD,Grand Total,Share,PercentBad,PercentGood,WoE,IV
PHYSICAL_CARD,1535,331610,333145,0.6755,0.1876,0.6837,1.29,0.64
VIRTUAL_CARD,6649,153395,160044,0.3245,0.8124,0.3163,-0.94,0.47
Grand Total,8184,485005,493189,1.0,1.0,1.0,0.0,1.11
