Category,CONFIRMED_FRAUD,NON_FRAUD,Grand Total,Share,PercentBad,PercentGood,WoE,IV
ANDROID,7088,350894,357982,0.7259,0.8661,0.7235,-0.18,0.03
IOS,1015,127177,128192,0.2599,0.124,0.2622,0.75,0.1
KIOSK,81,6934,7015,0.0142,0.0099,0.0143,0.37,0.0
Grand Total,8184,485005,493189,1.0,1.0,1.0,0.0,0.13
