Category,CONFIRMED_FRAUD,NON_FRAUD,Grand Total,Share,PercentBad,PercentGood,WoE,IV
0,7045,481120,488165,0.9898,0.8608,0.992,0.14,0.02
1,1139,3885,5024,0.0102,0.1392,0.008,-2.86,0.37
Grand Total,8184,485005,493189,1.0,1.0,1.0,0.0,0.39
