Category,CONFIRMED_FRAUD,NON_FRAUD,Grand Total,Share,PercentBad,PercentGood,WoE,IV
CONFIRMED_FRAUD,7933,11,7944,0.0161,0.9693,0.0,-10.66,10.34
NON_FRAUD,251,484994,485245,0.9839,0.0307,1.0,3.48,3.38
Grand Total,8184,485005,493189,1.0,1.0,1.0,0.0,13.71
