Category,CONFIRMED_FRAUD,NON_FRAUD,Grand Total,Share,PercentBad,PercentGood,WoE,IV
CREATE_ACCOUNT,4,29,33,0.0001,0.0005,0.0001,-2.1,0.0
No Kiosk Interaction,6645,153366,160011,0.3244,0.812,0.3162,-0.94,0.47
PRINT_CARD,1535,331610,333145,0.6755,0.1876,0.6837,1.29,0.64
Grand Total,8184,485005,493189,1.0,1.0,1.0,0.0,1.11
