mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__subsample,param_classifier__reg_lambda,param_classifier__reg_alpha,param_classifier__n_estimators,param_classifier__max_depth,param_classifier__learning_rate,param_classifier__gamma,param_classifier__colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
21.15420880317688,0.48106935717482413,0.7523874282836914,0.06322275373114081,1.0,0.01,0.0,200,9,0.05,0.3,0.9,"{'classifier__subsample': 1.0, 'classifier__reg_lambda': 0.01, 'classifier__reg_alpha': 0, 'classifier__n_estimators': 200, 'classifier__max_depth': 9, 'classifier__learning_rate': 0.05, 'classifier__gamma': 0.3, 'classifier__colsample_bytree': 0.9}",0.5378151260504201,0.5398230088495575,0.37400228050171036,0.5194585448392555,0.5189456342668863,0.49800891890156596,0.06262432612993772,8
24.8989896774292,1.647256919651919,0.9151517391204834,0.04754465335658667,1.0,0.001,0.0,300,9,0.05,0.1,0.7,"{'classifier__subsample': 1.0, 'classifier__reg_lambda': 0.001, 'classifier__reg_alpha': 0, 'classifier__n_estimators': 300, 'classifier__max_depth': 9, 'classifier__learning_rate': 0.05, 'classifier__gamma': 0.1, 'classifier__colsample_bytree': 0.7}",0.5519591141396933,0.5477477477477477,0.37442396313364057,0.5050167224080268,0.5140961857379768,0.4986487466334171,0.06475133746881329,6
21.176150178909303,0.4897777998338989,0.4589717388153076,0.08765120120948655,0.9,0.01,0.001,400,3,0.01,0.1,0.9,"{'classifier__subsample': 0.9, 'classifier__reg_lambda': 0.01, 'classifier__reg_alpha': 0.001, 'classifier__n_estimators': 400, 'classifier__max_depth': 3, 'classifier__learning_rate': 0.01, 'classifier__gamma': 0.1, 'classifier__colsample_bytree': 0.9}",0.279265493496557,0.24664310954063604,0.25363825363825365,0.24041811846689895,0.24529616724738676,0.2530522284779465,0.013771947687676256,47
36.983260536193846,1.1502556543141325,0.9047797203063965,0.08211288893740717,0.8,0.1,0.0,400,7,0.01,0.2,0.9,"{'classifier__subsample': 0.8, 'classifier__reg_lambda': 0.1, 'classifier__reg_alpha': 0, 'classifier__n_estimators': 400, 'classifier__max_depth': 7, 'classifier__learning_rate': 0.01, 'classifier__gamma': 0.2, 'classifier__colsample_bytree': 0.9}",0.44313725490196076,0.4496551724137931,0.4224137931034483,0.4004884004884005,0.4092570036540804,0.4249903249123366,0.01893243769181566,24
16.35684504508972,1.2122416910160239,0.681373405456543,0.09558953230880872,1.0,0.01,0.001,200,9,0.1,0.3,0.7,"{'classifier__subsample': 1.0, 'classifier__reg_lambda': 0.01, 'classifier__reg_alpha': 0.001, 'classifier__n_estimators': 200, 'classifier__max_depth': 9, 'classifier__learning_rate': 0.1, 'classifier__gamma': 0.3, 'classifier__colsample_bytree': 0.7}",0.5532286212914486,0.5447897623400365,0.3716915995397008,0.5195911413969335,0.506578947368421,0.49917601438730796,0.06591836644214931,5
11.195448398590088,0.11338938772724962,0.26850252151489257,0.008219614648727273,0.8,0.0,0.01,200,3,0.05,0.3,0.7,"{'classifier__subsample': 0.8, 'classifier__reg_lambda': 0, 'classifier__reg_alpha': 0.01, 'classifier__n_estimators': 200, 'classifier__max_depth': 3, 'classifier__learning_rate': 0.05, 'classifier__gamma': 0.3, 'classifier__colsample_bytree': 0.7}",0.2921974522292994,0.27102803738317754,0.2660753880266075,0.2568265682656827,0.25966447848285923,0.2691583848775253,0.012537998676766896,44
23.851192712783813,0.17241511197011705,0.46874589920043946,0.06671848610821512,0.8,0.001,0.01,500,3,0.05,0.0,0.9,"{'classifier__subsample': 0.8, 'classifier__reg_lambda': 0.001, 'classifier__reg_alpha': 0.01, 'classifier__n_estimators': 500, 'classifier__max_depth': 3, 'classifier__learning_rate': 0.05, 'classifier__gamma': 0, 'classifier__colsample_bytree': 0.9}",0.3290793072014585,0.32142857142857145,0.3095866314863676,0.30577777777777776,0.29750644883920896,0.31267574734667686,0.011250963900915671,38
37.207063627243045,0.33703972984886404,1.042614507675171,0.12554565231710488,0.9,0.1,0.1,500,7,0.05,0.3,0.9,"{'classifier__subsample': 0.9, 'classifier__reg_lambda': 0.1, 'classifier__reg_alpha': 0.1, 'classifier__n_estimators': 500, 'classifier__max_depth': 7, 'classifier__learning_rate': 0.05, 'classifier__gamma': 0.3, 'classifier__colsample_bytree': 0.9}",0.5110062893081762,0.5296167247386759,0.35129310344827586,0.47320061255742724,0.48,0.46902334601051104,0.06234175418770549,15
15.899465847015382,0.24931351659118697,0.3478753089904785,0.030224463277668392,0.6,0.01,0.0,300,3,0.05,0.2,0.9,"{'classifier__subsample': 0.6, 'classifier__reg_lambda': 0.01, 'classifier__reg_alpha': 0, 'classifier__n_estimators': 300, 'classifier__max_depth': 3, 'classifier__learning_rate': 0.05, 'classifier__gamma': 0.2, 'classifier__colsample_bytree': 0.9}",0.3103154305200341,0.29184188393608074,0.2860576923076923,0.2820097244732577,0.26732673267326734,0.2875102927820664,0.013989849089227088,43
13.233996391296387,0.21418525023249513,0.3670191287994385,0.020673006978660667,0.7,0.01,0.001,200,5,0.1,0.2,0.9,"{'classifier__subsample': 0.7, 'classifier__reg_lambda': 0.01, 'classifier__reg_alpha': 0.001, 'classifier__n_estimators': 200, 'classifier__max_depth': 5, 'classifier__learning_rate': 0.1, 'classifier__gamma': 0.2, 'classifier__colsample_bytree': 0.9}",0.4490861618798956,0.43007915567282323,0.3211951447245565,0.4157303370786517,0.41802252816020025,0.40682266550322543,0.0444160405982378,26
